x,y,z,Eul0,Eul1,Eul2
0.0,0.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,0.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,0.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,2.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,2.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,2.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,4.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,4.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,4.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,6.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,6.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,6.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,8.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,8.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,8.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,10.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,10.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,10.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,12.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,12.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,12.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,14.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,14.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,14.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,16.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,16.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,16.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,18.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,18.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,18.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,20.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,20.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,20.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,22.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,22.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,22.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,24.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,24.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,24.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,26.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,26.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,26.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,28.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,28.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,28.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,30.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,30.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,30.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,32.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,32.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,32.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,34.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,34.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,34.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,36.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,36.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,36.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,38.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,38.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,38.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,40.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,40.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,40.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,42.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,42.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,42.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,44.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,44.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,44.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,46.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,46.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
0.0,46.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,0.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,0.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,0.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,2.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,2.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,2.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,4.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,4.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,4.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,6.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,6.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,6.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,8.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,8.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,8.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,10.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,10.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,10.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,12.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,12.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,12.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,14.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,14.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,14.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,16.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,16.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,16.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,18.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,18.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,18.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,20.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,20.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,20.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,22.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,22.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,22.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,24.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,24.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,24.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,26.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,26.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,26.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,28.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,28.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,28.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,30.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,30.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,30.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,32.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,32.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,32.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,34.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,34.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,34.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,36.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,36.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,36.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,38.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,38.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,38.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,40.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,40.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,40.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,42.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,42.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,42.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,44.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,44.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,44.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,46.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,46.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
2.0,46.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,0.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,0.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,0.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,2.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,2.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,2.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,4.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,4.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,4.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,6.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,6.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,6.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,8.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,8.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,8.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,10.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,10.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,10.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,12.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,12.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,12.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,14.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,14.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,14.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,16.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,16.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,16.0,4.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,18.0,0.0,229.30620743572354,24.280804238748328,14.750468617030087
4.0,18.0,2.0,229.30620743572354,24.280804238748328,14.750468617030087
